,Boat Type,Manufacturer,Condition,Year Built,Length,Width,Material,Number of views last 7 days,Price in usd,Country
7867,Cabin Boat,Nidelv power boats,"Used boat,Diesel",1987,9.1,3.05,GRP,172,52920.00000000001,Denmark
7868,Bowrider,Formula power boats,"Used boat,Unleaded",2007,8.99,2.8,GRP,257,60939.00000000001,Switzerland
7869,Sport Boat,Selection Boats power boats,"new boat from stock,Unleaded",2019,6.48,2.5,GRP,70,60939.00000000001,Switzerland
7870,Fishing Boat,Selection Boats power boats,"new boat from stock,Unleaded",2019,6.6,2.49,GRP,130,60939.00000000001,Switzerland
7872,Pilothouse,Starfisher power boats,"Used boat,Diesel",2000,8.4,3.03,GRP,52,53500.0,Portugal
7874,Sport Boat,Sessa power boats,"Used boat,Diesel",1999,10.3,3.53,GRP,57,53500.0,Italy
7875,Fishing Boat,Bertram Yacht power boats,"Used boat,Unleaded",1988,10.06,3.8,GRP,72,53500.0,Italy
7876,Motor Yacht,Bayliner power boats,"Used boat,Unleaded",2009,7.32,2.59,GRP,110,53500.0,INFO
7880,Flybridge,Guy Couach power boats,"Used boat,Diesel",1989,9.41,3.62,GRP,41,53500.0,Spain
7881,Pilothouse,Rhea power boats,"Used boat,Diesel",2007,8.85,2.8,GRP,138,53500.0,Italy
7882,Sport Boat,Klase A power boats,"Used boat,Diesel",2004,9.5,3.0,GRP,141,53500.0,Spain
7885,Motor Yacht,Innovazioni e Progetti power boats,"Used boat,Unleaded",1998,11.24,3.54,GRP,52,53500.0,Italy
7886,Flybridge,Fairline power boats,"Used boat,Diesel",1981,13.3,3.9,PVC,130,53500.0,France
7887,Sport Boat,Cranchi power boats,Used boat,2006,8.57,2.83,GRP,77,52080.00000000001,Netherlands
7889,Motor Yacht,Hilter power boats,"Used boat,Unleaded",2012,8.4,2.5,GRP,158,53500.0,Germany
7891,Flybridge,Raffaelli power boats,Used boat,1986,10.95,3.87,GRP,108,53500.0,Italy
7894,Sport Boat,Zeta Group power boats,"Used boat,Diesel",1999,7.48,2.7,GRP,67,53500.0,Italy
7896,Bowrider,Cobalt power boats,"Used boat,Unleaded",2015,8.12,2.59,GRP,128,53500.0,Spain
7898,Pilothouse,Intermare power boats,"Used boat,Diesel",2001,7.48,2.7,GRP,71,53500.0,Italy
7899,Center console boat,Triton power boats,"Used boat,Unleaded",2007,8.84,2.88,GRP,54,53500.0,Italy
7901,Motor Yacht,Cranchi power boats,"Used boat,Diesel",2002,9.79,3.26,GRP,479,53500.0,Italy
7902,Motor Yacht,BÃ©nÃ©teau power boats,"Used boat,Diesel",2003,10.4,3.11,PVC,172,53500.0,France
7904,Sport Boat,Buster power boats,new boat on order,2020,7.2,2.5,Aluminium,107,59928.90000000001,Switzerland
7905,Motor Yacht,Italmar power boats,Used boat,2007,6.9,2.55,GRP,61,53393.0,Germany
7906,Motor Yacht,Hock power boats,"new boat from stock,Diesel",2015,7.15,2.5,GRP,49,53393.0,Germany
7907,Motor Yacht,Nimbus power boats,"Used boat,Diesel",1992,8.75,3.0,GRP,244,53393.0,Germany
7908,Motor Yacht,Sea Ray power boats,"Used boat,Diesel",1989,10.7,3.4,GRP,151,53393.0,Germany
7910,Sport Boat,Marinello power boats,"Display Model,Unleaded",2016,6.8,2.49,GRP,221,53393.0,Germany
7911,Pilothouse,Jeanneau power boats,"Used boat,Unleaded",2015,7.74,2.81,PVC,65,53393.0,France
7912,Offshore Boat,AluForce power boats,new boat from stock,0,7.4,2.45,Aluminium,150,53393.0,Germany
7913,Sport Boat,Nordkapp power boats,"Used boat,Unleaded",2016,7.05,2.3,GRP,154,53393.0,Germany
7915,Motor Yacht,Cranchi power boats,"Used boat,Diesel",2001,9.79,3.26,GRP,258,53393.0,Germany
7916,Trawler,Pedro power boats,Used boat,1988,10.0,3.3,Steel,109,53393.0,Netherlands
7917,Pilothouse,Parker power boats,"Used boat,Unleaded",2017,6.45,2.45,GRP,111,53393.0,Germany
7918,Center console boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,6.41,2.45,PVC,66,53393.0,France
7919,Cabin Boat,Quicksilver power boats,"Used boat,Diesel",2003,7.45,2.85,GRP,153,53393.0,Germany
7921,Pilothouse,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2019,7.5,2.53,PVC,44,53393.0,France
7922,Pontoon Boat,ManÃ² power boats,"Used boat,Unleaded",2009,8.95,3.0,GRP,108,53393.0,Italy
7923,Sport Boat,Cranchi power boats,"Used boat,Diesel",2006,8.57,2.83,GRP,89,53393.0,Netherlands
7924,Bowrider,Sea Ray power boats,"new boat from stock,Unleaded",2020,6.55,2.54,GRP,129,53393.0,Germany
7925,Sport Boat,Scarab power boats,"new boat on order,Unleaded",2020,5.6,2.2,GRP,62,53393.0,Germany
7926,Center console boat,Boston Whaler power boats,"Used boat,Unleaded",2008,7.23,2.59,PVC,178,53393.0,France
7927,Sport Boat,Buster power boats,"new boat from stock,Unleaded",2020,6.05,2.2,Aluminium,49,53393.0,Germany
7928,Sport Boat,Hilter power boats,"Display Model,Unleaded",2019,6.6,2.3,GRP,138,53393.0,Germany
7932,Bowrider,Sea Ray power boats,"new boat on order,Unleaded",2021,5.94,2.54,GRP,139,53393.0,Germany
7933,Sport Boat,Colombo power boats,"Used boat,Unleaded",1987,8.08,2.58,Plastic,247,53393.0,Italy
7934,"Cabin Boat,Fishing Boat,Pilothouse",Quicksilver (Brunswick Marine) power boats,"Used boat,Unleaded",2016,6.55,2.54,GRP,214,53393.0,Germany
7935,Deck Boat,Jeanneau power boats,new boat from stock,2019,7.96,2.98,GRP,98,53072.0,Italy
7936,Cabin Boat,Quicksilver (Brunswick Marine) power boats,"new boat on order,Unleaded",2020,7.23,2.55,GRP,67,53029.200000000004,Germany
7937,Pilothouse,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,6.5,2.4,PVC,40,52996.030000000006,France
7940,Motor Yacht,Bavaria power boats,"Used boat,Unleaded",2006,8.95,2.98,GRP,214,52965.0,INFO
7942,Flybridge,Princess power boats,Used boat,1988,10.74,3.68,GRP,149,52965.0,In
7944,Motor Yacht,Sessa power boats,"Used boat,Diesel",1999,10.9,3.53,GRP,233,52965.0,Italy
7950,Deck Boat,Moonday power boats,new boat from stock,2019,8.34,2.63,GRP,26,52965.0,Netherlands
7953,Trawler,Steilsteven power boats,Used boat,1923,21.69,4.52,Steel,90,52965.0,Netherlands
7957,Cabin Boat,Monterey power boats,"Used boat,Unleaded",2005,9.79,3.15,GRP,153,52965.0,Portugal
7958,Deck Boat,Jeanneau power boats,"Used boat,Unleaded",2013,8.37,2.98,PVC,70,52965.0,France
7959,Motor Yacht,Proficiat power boats,Used boat,1996,10.75,3.4,Steel,75,52965.0,Netherlands
7960,Cabin Boat,Argo power boats,"Used boat,Diesel",1977,11.0,3.2,Steel,107,52965.0,Germany
7962,Motor Yacht,Marex power boats,Used boat,2004,8.95,2.8,GRP,349,52965.0,Germany
7963,Trawler,Pedro power boats,Used boat,1986,10.6,3.4,Steel,90,52965.0,Netherlands
7964,Trawler,Pedro power boats,"Used boat,Diesel",1994,9.6,3.2,Steel,113,52965.0,Netherlands
7965,Sport Boat,Cranchi power boats,Used boat,2000,9.1,2.9,GRP,36,52965.0,Netherlands
7967,Sport Boat,Pacific Craft power boats,"Used boat,Unleaded",2015,6.99,2.0,PVC,29,52718.9,France
7968,Pilothouse,Jeanneau power boats,"new boat from stock,Unleaded",2020,6.71,2.54,GRP,67,52633.3,France
7969,Sport Boat,NUVA Yachts power boats,"Display Model,Unleaded",2019,5.99,2.49,GRP,101,52535.93,Germany
7970,Bowrider,Bayliner power boats,"new boat from stock,Unleaded",2020,6.23,2.4,GRP,272,58896.600000000006,Switzerland
7971,Center console boat,Marinello power boats,"new boat from stock,Unleaded",2020,6.8,2.49,GRP,256,58830.00000000001,Switzerland
7973,Flybridge,Uniesse power boats,"Used boat,Unleaded",1995,9.2,3.0,GRP,47,52430.0,Italy
7974,Motor Yacht,Piantoni (IT) power boats,"Used boat,Diesel",1990,14.0,4.41,GRP,84,52430.0,Italy
7975,Motor Yacht,Piantoni (IT) power boats,"Used boat,Diesel",1990,14.0,4.41,GRP,90,52430.0,Italy
7976,Bowrider,Sea Ray power boats,Used boat,2014,6.1,2.44,GRP,76,52430.0,Italy
7977,Sport Boat,Albatro power boats,"Used boat,Unleaded",2015,8.2,2.45,GRP,131,52430.0,Italy
7978,Trawler,Menorquin power boats,"Used boat,Diesel",1998,9.75,3.18,GRP,123,52430.0,Portugal
7979,Pilothouse,AluForce power boats,new boat from stock,2020,7.4,2.45,Aluminium,164,52430.0,Germany
7980,Sport Boat,Moschini power boats,"Used boat,Diesel",1981,11.95,3.87,GRP,124,52430.0,Italy
7981,Motor Yacht,Wellcraft power boats,Used boat,0,10.76,3.02,GRP,264,52430.0,Belgium
7983,Motor Yacht,Akerboom power boats,"Used boat,Diesel",1972,13.3,3.65,Steel,106,52430.0,Netherlands
7985,Bowrider,Glastron power boats,"Used boat,Unleaded",2018,6.71,2.54,PVC,83,52430.0,France
7987,Pilothouse,Ocqueteau power boats,"Used boat,Diesel",2014,6.92,2.65,PVC,60,52430.0,France
7989,Flybridge,Bertram Yacht power boats,"Used boat,Diesel",1991,8.71,3.3,GRP,77,52430.0,Italy
7990,Motor Yacht,Edership power boats,"Used boat,Diesel",1981,11.53,4.02,GRP,110,52430.0,Germany
7991,Sport Boat,Cranchi power boats,"Used boat,Unleaded",2012,7.0,2.0,PVC,72,52430.0,Portugal
7992,Motor Yacht,Bavaria power boats,"Used boat,Unleaded",2004,9.29,2.98,GRP,108,52430.0,Italy
7994,Center console boat,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2017,7.62,2.67,PVC,28,52430.0,France
7995,Sport Boat,Airon Marine power boats,"Used boat,Diesel",2003,9.78,3.1,PVC,149,52430.0,France
7996,Sport Boat,Regal power boats,"Used boat,Unleaded",2014,6.7,2.5,Wood,133,52430.0,France
7997,Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Diesel",2004,9.18,3.1,PVC,90,52430.0,France
7999,Classic,Colombo power boats,"Used boat,Unleaded",2009,8.2,2.5,Plastic,235,52430.0,Netherlands
8000,Bowrider,Sea Ray power boats,"Used boat,Unleaded",2018,6.5,2.5,GRP,224,52430.0,Germany
8001,Bowrider,Glastron power boats,new boat from stock,2019,6.2,2.54,GRP,143,58719.00000000001,Switzerland
8002,Bowrider,Tahoe power boats,"new boat on order,Unleaded",2020,6.05,2.38,GRP,194,58719.00000000001,Switzerland
8003,Sport Boat,Yamarin power boats,new boat from stock,2020,6.0,2.0,GRP,98,50960.00000000001,Denmark
8004,Bowrider,Glastron power boats,"new boat from stock,Unleaded",2018,6.17,2.54,GRP,78,52344.4,France
8005,Cabin Boat,Viper power boats,"new boat from stock,Unleaded",0,7.25,2.57,GRP,88,52323.0,Germany
8006,Sport Boat,Monterey power boats,"Used boat,Unleaded",2003,8.94,2.82,GRP,167,52323.0,Italy
8007,Sport Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,6.66,2.55,GRP,68,52323.0,Germany
8008,Bowrider,Sea Ray power boats,"new boat from stock,Unleaded",2020,5.94,2.54,GRP,109,52323.0,Germany
8009,Sport Boat,Sea Ray power boats,new boat from stock,2019,6.55,2.54,GRP,130,52323.0,Germany
8010,Sport Boat,Karnic power boats,"new boat from stock,Unleaded",0,6.7,2.45,GRP,62,52162.5,Germany
8011,Sport Boat,Sea Ray power boats,"new boat from stock,Unleaded",0,6.55,2.54,GRP,124,52109.0,Germany
8012,Pilothouse,Parker power boats,"new boat from stock,Unleaded",0,7.46,2.55,GRP,53,51937.8,Germany
8013,Pilothouse,Jeanneau power boats,new boat from stock,2020,6.0,2.0,GRP,61,50540.00000000001,Denmark
8015,Motor Yacht,Quicksilver power boats,new boat from stock,2019,6.45,2.55,GRP,39,51895.0,Italy
8018,Deck Boat,Nimbus power boats,Used boat,1999,7.9,2.65,GRP,92,51895.0,Netherlands
8019,Motor Yacht,Fjord power boats,"Used boat,Unleaded",1998,9.0,3.16,GRP,204,57720.00000000001,Switzerland
8020,Cabin Boat,Draco power boats,"Used boat,Unleaded",1989,9.0,3.12,Carbon Fiber,380,57720.00000000001,Switzerland
8021,Bowrider,Bayliner power boats,"new boat from stock,Unleaded",2020,6.81,2.36,GRP,144,57986.40000000001,Switzerland
8023,Sport Boat,Campion power boats,new boat from stock,2020,5.0,2.0,GRP,43,50260.00000000001,Denmark
8024,Pilothouse,Cantieri Nautici Ferrario power boats,Used boat,2019,6.4,2.34,GRP,114,57720.00000000001,Switzerland
8025,Center console boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2019,6.43,2.52,PVC,56,51428.48,Portugal
8026,Sport Boat,AMT power boats,new boat from stock,2018,6.08,2.35,GRP,195,57609.00000000001,Switzerland
8027,Motor Yacht,ACM Dufour power boats,"Used boat,Diesel",1999,9.41,2.99,PVC,184,51360.0,France
8028,Motor Yacht,Innovazioni e Progetti power boats,"Used boat,Diesel",1995,8.69,3.2,GRP,152,51360.0,Italy
8029,Sport Boat,Sea Ray power boats,"new boat from stock,Unleaded",2019,5.99,2.21,GRP,42,51358.93,Germany
8030,Pilothouse,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,6.2,2.4,GRP,140,57586.8,Switzerland
8031,Pilothouse,BÃ©nÃ©teau power boats,new boat from stock,2020,5.52,2.4,PVC,111,51349.3,Spain
8032,Sport Boat,Bayliner power boats,"new boat from stock,Unleaded",2020,6.29,2.36,GRP,151,51306.5,Germany
8033,Bowrider,Sea Ray power boats,"new boat from stock,Unleaded",2019,5.94,2.54,GRP,60,51253.0,Germany
8035,Sport Boat,Parker power boats,new boat from stock,0,7.46,2.55,GRP,88,51253.0,Germany
8036,Bowrider,Saxdor power boats,"new boat on order,Unleaded",2020,5.94,2.29,GRP,52,51253.0,Germany
8038,Sport Boat,Yamarin power boats,"Used boat,Unleaded",2016,6.25,2.3,GRP,192,57264.9,Switzerland
8039,Bowrider,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,5.76,2.3,GRP,233,57242.700000000004,Switzerland
8040,Sport Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,6.12,2.4,GRP,127,50846.4,Germany
8041,Bowrider,Regal power boats,"Used boat,Unleaded",2002,8.2,2.5,GRP,139,50825.0,France
8045,"Cabin Boat,Pilothouse",BÃ©nÃ©teau power boats,"Used boat,Unleaded",2016,7.4,2.85,GRP,269,50825.0,France
8047,"Classic,Sport Boat",Boesch power boats,"Used boat,Unleaded",1979,5.8,2.05,Wood,566,50825.0,Germany
8048,Motor Yacht,Bayliner power boats,"Used boat,Unleaded",1997,9.1,3.05,GRP,153,50825.0,Germany
8049,Motor Yacht,Rinker power boats,"Used boat,Unleaded",2008,9.14,2.78,GRP,254,50825.0,Rab
8050,Bowrider,Regal power boats,"Used boat,Unleaded",2009,8.5,2.3,GRP,320,50825.0,Netherlands
8051,Center console boat,Flipper power boats,"new boat from stock,Unleaded",2019,6.05,2.22,GRP,70,50699.810000000005,Germany
8052,Sport Boat,Flipper power boats,"new boat from stock,Unleaded",2019,6.05,2.22,GRP,146,50699.810000000005,Germany
8053,Pilothouse,Glastron power boats,"Used boat,Unleaded",0,6.25,2.44,GRP,231,56832.00000000001,Switzerland
8055,Sport Boat,Sea Ray power boats,"new boat from stock,Unleaded",0,5.94,2.54,GRP,176,50611.0,Germany
8057,Bowrider,Campion power boats,"Used boat,Diesel",2019,5.0,2.0,GRP,41,49140.00000000001,Denmark
8058,Pilothouse,Quicksilver power boats,"new boat from stock,Unleaded",0,7.39,2.79,GRP,133,50477.25,Germany
8059,Bowrider,Campion power boats,new boat from stock,2020,5.0,2.0,GRP,62,48860.00000000001,Denmark
8060,Pilothouse,Jeanneau power boats,"new boat from stock,Unleaded",2019,6.4,5.45,GRP,119,50183.0,Germany
8061,Bowrider,Sea Ray power boats,"new boat from stock,Unleaded",2020,5.94,2.54,GRP,97,50183.0,Germany
8062,Pilothouse,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,6.5,2.4,PVC,80,50183.0,France
8064,Sport Boat,Bayliner power boats,Used boat,2003,9.0,3.0,GRP,218,50183.0,Netherlands
8065,Cabin Boat,Cap Ferret power boats,new boat from stock,2019,6.48,2.48,GRP,210,56208.18000000001,Switzerland
8066,Deck Boat,Jeanneau power boats,new boat from stock,2020,6.58,2.46,PVC,42,96300.0,United
8067,Sport Boat,Cranchi power boats,"Used boat,Diesel",2002,9.1,2.83,GRP,535,50076.0,Switzerland
8068,Motor Yacht,Nidelv power boats,Used boat,1997,9.1,3.05,GRP,261,50076.0,Netherlands
8070,Center console boat,Invictus power boats,"new boat from stock,Unleaded",2020,8.1,2.7,GRP,281,50076.0,Switzerland
8071,Bowrider,Sea Ray power boats,"new boat from stock,Unleaded",2020,5.99,2.21,GRP,215,55932.9,Switzerland
8072,Bowrider,Sea Ray power boats,new boat from stock,2020,5.99,2.21,GRP,247,55932.9,Switzerland
8074,Trawler,Valkkruiser power boats,Used boat,1982,12.0,3.8,Steel,92,49755.0,Netherlands
8075,Deck Boat,Sessa power boats,"Used boat,Unleaded",2010,7.8,2.64,GRP,109,49755.0,France
8077,Bowrider,Quicksilver (Brunswick Marine) power boats,"new boat on order,Unleaded",2020,6.2,2.34,GRP,37,49755.0,Germany
8078,Motor Yacht,Four Winns power boats,new boat from stock,0,6.1,2.54,GRP,72,49755.0,Germany
8079,Motor Yacht,BMA power boats,new boat from stock,2019,6.99,2.5,GRP,109,55780.83,Switzerland
8080,Pilothouse,Starfisher power boats,"Used boat,Unleaded",2013,7.9,2.86,GRP,180,55278.00000000001,Switzerland
8081,Launch,Antaris power boats,"new boat from stock,Diesel",2020,5.9,2.5,GRP,74,49655.490000000005,Germany
8082,Bowrider,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,6.2,2.4,GRP,222,55655.4,Switzerland
8083,Deck Boat,Yamarin power boats,new boat from stock,2019,6.0,2.0,GRP,77,48300.00000000001,Denmark
8084,Pilothouse,AluForce power boats,new boat from stock,2020,7.1,2.45,Aluminium,162,49498.200000000004,Germany
8085,"Classic,Runabout",Faul power boats,Used boat,0,8.2,1.7,Wood,247,55500.00000000001,Switzerland
8086,"Classic,Runabout",Boesch power boats,"Used boat,Unleaded",1979,5.1,2.04,Wood,149,55500.00000000001,Switzerland
8087,Wakeboard/Wakesurf,Malibu power boats,"Used boat,Unleaded",2005,6.85,2.46,GRP,1017,55500.00000000001,8855
8088,Bowrider,Flying Shark power boats,"new boat from stock,Unleaded",2020,5.7,2.05,GRP,267,55494.450000000004,Switzerland
8089,Pilothouse,Selection Boats power boats,"new boat from stock,Unleaded",2019,6.48,2.5,GRP,158,55488.9,Switzerland
8091,"Sport Boat,Wakeboard/Wakesurf",Malibu power boats,"Used boat,Unleaded",2014,6.4,2.52,Carbon Fiber,314,49220.0,Poland
8092,Sport Boat,Stingray power boats,"Used boat,Unleaded",2012,7.6,2.6,GRP,1019,49220.0,Germany
8093,Deck Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,7.23,2.55,GRP,51,49218.93,Germany
8094,Sport Boat,Saver power boats,"new boat from stock,Unleaded",2020,6.6,2.53,GRP,223,49209.3,Germany
8095,Sport Boat,Selection Boats power boats,"new boat from stock,Unleaded",2020,5.7,2.5,PVC,62,49209.3,France
8096,Sport Boat,Sea Ray power boats,"new boat from stock,Unleaded",0,6.55,2.54,GRP,129,49113.0,Germany
8098,Sport Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,6.0,2.34,GRP,51,49113.0,Germany
8099,Deck Boat,Jeanneau power boats,"Used boat,Unleaded",2019,6.86,2.48,PVC,95,49113.0,France
8100,Center console boat,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2019,6.8,2.5,PVC,91,49113.0,France
8101,Center console boat,BÃ©nÃ©teau power boats,Used boat,2019,6.8,2.5,PVC,100,49113.0,France
8102,Sport Boat,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2017,6.96,2.66,PVC,113,49113.0,France
8103,Trawler,Tjeukemer power boats,"Used boat,Diesel",1976,10.9,3.45,Steel,179,54945.00000000001,Switzerland
8104,"Classic,Sport Boat",Walser power boats,"Used boat,Unleaded",1967,5.6,2.05,GRP,174,54945.00000000001,Switzerland
8105,Fishing Boat,Amberg power boats,new boat from stock,2019,6.4,2.3,Aluminium,112,54945.00000000001,Switzerland
8106,Fishing Boat,Amberg power boats,new boat from stock,2019,6.4,2.05,Aluminium,51,54945.00000000001,Switzerland
8107,Fishing Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,6.55,2.54,GRP,173,54822.9,Switzerland
8108,Bowrider,Glastron power boats,"new boat from stock,Unleaded",2019,5.95,2.3,GRP,859,48741.71000000001,Switzerland
8109,Motor Yacht,Smelne power boats,"Used boat,Diesel",1988,10.0,3.45,Steel,191,48685.0,Germany
8110,Bowrider,Sea Ray power boats,"new boat from stock,Unleaded",2019,5.99,2.21,GRP,79,48685.0,Germany
8111,Bowrider,Wellcraft power boats,"new boat from stock,Unleaded",2015,6.4,2.59,PVC,31,48685.0,France
8112,Sport Boat,Jeanneau power boats,new boat from stock,2020,6.38,2.44,PVC,43,96300.0,United
8113,Cabin Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",0,6.12,2.4,GRP,98,54501.00000000001,Switzerland
8114,Pilothouse,Chaparral power boats,"Used boat,Unleaded",1993,9.73,2.97,GRP,365,54390.00000000001,Switzerland
8115,Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2011,7.23,2.78,GRP,419,54390.00000000001,Switzerland
8116,Sport Boat,Scarani power boats,"Used boat,Unleaded",2008,7.46,2.55,GRP,246,54390.00000000001,Switzerland
8117,Motor Yacht,Chris Craft power boats,"Used boat,Unleaded",1992,9.6,3.05,GRP,370,54390.00000000001,Switzerland
8118,Wakeboard/Wakesurf,MasterCraft power boats,Used boat,2009,6.6,2.54,GRP,883,54390.00000000001,Switzerland
8119,Center console boat,Ganz Boats power boats,"Display Model,Electric",2020,5.8,2.03,GRP,254,54390.00000000001,Switzerland
8120,Deck Boat,Faeton power boats,"Used boat,Unleaded",2007,7.49,2.79,GRP,55,48150.0,Italy
8121,Sport Boat,Formula power boats,"Used boat,Unleaded",1995,9.87,2.51,GRP,109,48150.0,Italy
8122,Sport Boat,Gobbi power boats,"Used boat,Diesel",1983,9.44,3.52,GRP,110,48150.0,Italy
8124,Flybridge,Guy Couach power boats,"Used boat,Diesel",1996,10.6,3.7,PVC,80,48150.0,France
8126,Trawler,Nicols power boats,"Used boat,Diesel",1996,8.85,3.4,PVC,104,48150.0,France
8128,Motor Yacht,Riva power boats,"Used boat,Unleaded",1978,9.58,2.72,GRP,163,48150.0,Spain
8129,Motor Yacht,Gobbi power boats,"Used boat,Unleaded",1992,9.6,3.0,GRP,73,48150.0,Italy
